Date,Open,High,Low,Close,Volume,Log_Ret,Volatility,SMA_200
2004-09-03,1.217492938041687,1.2182939052581787,1.204601526260376,1.205501914024353,0,-0.00973952807367213,0.11773705760183546,1.2268588548898698
2004-09-06,1.2063016891479492,1.2082985639572144,1.2051968574523926,1.2065927982330322,0,0.0009045119808193658,0.08982129105420632,1.2269093120098113
2004-09-07,1.206796646118164,1.2112990617752075,1.2057054042816162,1.2099066972732544,0,0.0027427285822335928,0.0904144352287454,1.226914358139038
2004-09-08,1.2099066972732544,1.219393253326416,1.2032970190048218,1.2189027070999146,0,0.007407786670008381,0.09415401147593408,1.2269473838806153
2004-09-09,1.2190959453582764,1.2244998216629028,1.216293454170227,1.2242000102996826,0,0.004336544234203389,0.09535484736501357,1.227027912735939
2004-09-10,1.2243947982788086,1.2306026220321655,1.220598816871643,1.2272950410842896,0,0.00252501625673436,0.09563155593695429,1.2270709145069123
2004-09-13,1.2283051013946533,1.228893756866455,1.2227030992507935,1.2264070510864258,0,-0.0007237961278705094,0.08687619408539447,1.2270929449796677
2004-09-14,1.2264971733093262,1.2294981479644775,1.223002314567566,1.2260010242462158,0,-0.0003311250260540318,0.08680901822733807,1.2270979762077332
2004-09-15,1.2261061668395996,1.226301670074463,1.2139016389846802,1.215701937675476,0,-0.008436036496352056,0.09118102877118041,1.2270810061693191
2004-09-16,1.215701937675476,1.2197948694229126,1.2125033140182495,1.2190067768096924,0,0.0027147733478544486,0.09195875379671616,1.2270640188455582
2004-09-17,1.2189027070999146,1.2224042415618896,1.216293454170227,1.2182048559188843,0,-0.0006580642476661751,0.09123589511904327,1.2270155543088912
2004-09-20,1.217492938041687,1.2182048559188843,1.2129004001617432,1.2174040079116821,0,-0.0006576162929574634,0.09043699547363145,1.2269425868988038
2004-09-21,1.2171964645385742,1.2345069646835327,1.2171964645385742,1.2328935861587524,0,0.012643186377282529,0.08789004346219392,1.2269460809230806
2004-09-22,1.2328935861587524,1.2331976890563965,1.2233014106750488,1.2266929149627686,0,-0.005042054287933181,0.08724073815440267,1.2268785333633423
2004-09-23,1.226602554321289,1.2333954572677612,1.2260010242462158,1.22720468044281,0,0.0004171041924644169,0.08723677961948947,1.226803067922592
2004-09-24,1.22720468044281,1.235696792602539,1.2247997522354126,1.227596402168274,0,0.00031914743036700433,0.08723803569880498,1.2267485630512238
2004-09-27,1.228606939315796,1.231496810913086,1.225295066833496,1.2307995557785034,0,0.0026058905706412994,0.08332878308701026,1.2267030864953994
2004-09-28,1.2306934595108032,1.234903335571289,1.2285012006759644,1.232103705406189,0,0.0010590344900089615,0.08319631283204772,1.2266635924577713
2004-09-29,1.2319064140319824,1.234202265739441,1.229997158050537,1.2336997985839844,0,0.001294582798772212,0.07557967992620729,1.2266055965423583
2004-09-30,1.2338062524795532,1.244400143623352,1.232103705406189,1.2433944940567017,0,0.007827513874580437,0.07960834932833084,1.2265985542535782
2004-10-01,1.2435026168823242,1.2437965869903564,1.2388964891433716,1.2414957284927368,0,-0.001528249349841534,0.07965681563304647,1.2265900653600692
2004-10-04,1.2402024269104004,1.2402024269104004,1.2264070510864258,1.2289994955062866,0,-0.010116465265671575,0.08030149197549748,1.2264930993318557
2004-10-05,1.2291052341461182,1.2331064939498901,1.226798176765442,1.2316029071807861,0,0.002116077463889296,0.08040829617280168,1.2263766437768937
